Sample.ID,Study.ID,DOI.primary,DOI.secondary,LeadAuthor.primary,LeadAuthor.secondary,PublicationYear,Country,Region,SiteName,Block.Rep,GPS.Lat,GPS.Long,Study.context,SampleDepth.min,SampleDepth.max,Clay.pct,Silt.pct,Sand.pct,TexturalClass,Soil.pH,CEC,SOC.pct,Soil.TotalCd,TotalCd.method,Soil.AvailCd1,Soil.AvailCd1.method,Soil.AvailCd2,Soil.AvailCd2.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.Cd.type,WholeBeanCd,NibCd,ShellCd,LeafCd,AvailCd.N,AvailCd.SD,TotalCd.N,TotalCd.SD,WholeBeanCd.N,WholeBeanCd.SD,Subset,Soil.Cd.YN,Bean.Cd.YN,LeafBeaf.Cd.YN
78,2,https://doi.org/10.1016/j.scitotenv.2018.08.340,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,17,c,,,Field study,0,15,,,,,6.71,33.62,2.76,0.58,Aqua regia,,,,,,,,,,,,,Acid,0.51,,,,,,,,,,Soil and bean,Y,Y,
79,2,https://doi.org/10.1016/j.scitotenv.2018.08.341,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,18,a,,,Field study,0,15,,,,,7.42,38,2.39,0.38,Aqua regia,,,,,,,,,,,,,Acid,0.2,,,,,,,,,,Soil and bean,Y,Y,
80,2,https://doi.org/10.1016/j.scitotenv.2018.08.342,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,18,,,,Field study,0,15,,,,,6.98,34.43,1.32,0.2,Aqua regia,,,,,,,,,,,,,Acid,0.15,,,,,,,,,,Soil and bean,Y,Y,
81,2,https://doi.org/10.1016/j.scitotenv.2018.08.343,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,18,c,,,Field study,0,15,,,,,7.32,28.06,0.88,0.18,Aqua regia,,,,,,,,,,,,,Acid,0.27,,,,,,,,,,Soil and bean,Y,Y,
82,2,https://doi.org/10.1016/j.scitotenv.2018.08.344,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,19,a,,,Field study,0,15,,,,,7.39,22.71,1.29,0.4,Aqua regia,,,,,,,,,,,,,Acid,1.12,,,,,,,,,,Soil and bean,Y,Y,
83,2,https://doi.org/10.1016/j.scitotenv.2018.08.345,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,19,b,,,Field study,0,15,,,,,7.54,27.6,1.26,0.42,Aqua regia,,,,,,,,,,,,,Acid,0.8,,,,,,,,,,Soil and bean,Y,Y,
84,2,https://doi.org/10.1016/j.scitotenv.2018.08.346,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,19,c,,,Field study,0,15,,,,,7.02,34.58,1.3,0.45,Aqua regia,,,,,,,,,,,,,Acid,1.21,,,,,,,,,,Soil and bean,Y,Y,
85,2,https://doi.org/10.1016/j.scitotenv.2018.08.347,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,19,d,,,Field study,0,15,,,,,7.32,29.93,1.17,0.46,Aqua regia,,,,,,,,,,,,,Acid,0.99,,,,,,,,,,Soil and bean,Y,Y,
86,2,https://doi.org/10.1016/j.scitotenv.2018.08.348,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,19,e,,,Field study,0,15,,,,,7.24,22.78,1.11,0.42,Aqua regia,,,,,,,,,,,,,Acid,0.92,,,,,,,,,,Soil and bean,Y,Y,
87,2,https://doi.org/10.1016/j.scitotenv.2018.08.349,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,20,a,,,Field study,0,15,,,,,7.28,38.88,1.32,0.59,Aqua regia,,,,,,,,,,,,,Acid,0.61,,,,,,,,,,Soil and bean,Y,Y,
88,2,https://doi.org/10.1016/j.scitotenv.2018.08.350,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,20,b,,,Field study,0,15,,,,,7.42,40.78,0.86,0.4,Aqua regia,,,,,,,,,,,,,Acid,1,,,,,,,,,,Soil and bean,Y,Y,
89,2,https://doi.org/10.1016/j.scitotenv.2018.08.351,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,20,c,,,Field study,0,15,,,,,7.61,22.35,0.42,0.25,Aqua regia,,,,,,,,,,,,,Acid,0.92,,,,,,,,,,Soil and bean,Y,Y,
90,2,https://doi.org/10.1016/j.scitotenv.2018.08.352,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,21,a,,,Field study,0,15,,,,,7.6,39.28,1.39,0.43,Aqua regia,,,,,,,,,,,,,Acid,1.23,,,,,,,,,,Soil and bean,Y,Y,
91,2,https://doi.org/10.1016/j.scitotenv.2018.08.353,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,21,b,,,Field study,0,15,,,,,7.61,38.52,1.3,0.42,Aqua regia,,,,,,,,,,,,,Acid,0.92,,,,,,,,,,Soil and bean,Y,Y,
92,2,https://doi.org/10.1016/j.scitotenv.2018.08.354,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,21,c,,,Field study,0,15,,,,,7.77,39.23,1.13,0.43,Aqua regia,,,,,,,,,,,,,Acid,0.71,,,,,,,,,,Soil and bean,Y,Y,
93,2,https://doi.org/10.1016/j.scitotenv.2018.08.355,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,22,a,,,Field study,0,15,,,,,7.87,20.21,2.72,0.4,Aqua regia,,,,,,,,,,,,,Acid,0.25,,,,,,,,,,Soil and bean,Y,Y,
94,2,https://doi.org/10.1016/j.scitotenv.2018.08.356,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,22,b,,,Field study,0,15,,,,,6.42,25.94,3.35,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.15,,,,,,,,,,Soil and bean,Y,Y,
95,2,https://doi.org/10.1016/j.scitotenv.2018.08.357,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,22,c,,,Field study,0,15,,,,,6.22,24.48,2.51,0.3,Aqua regia,,,,,,,,,,,,,Acid,0.21,,,,,,,,,,Soil and bean,Y,Y,
96,2,https://doi.org/10.1016/j.scitotenv.2018.08.358,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,23,a,,,Field study,0,15,,,,,6.22,14.65,1.87,0.31,Aqua regia,,,,,,,,,,,,,Acid,0.26,,,,,,,,,,Soil and bean,Y,Y,
97,2,https://doi.org/10.1016/j.scitotenv.2018.08.359,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,23,b,,,Field study,0,15,,,,,6.29,13.55,1.73,0.19,Aqua regia,,,,,,,,,,,,,Acid,0.26,,,,,,,,,,Soil and bean,Y,Y,
98,2,https://doi.org/10.1016/j.scitotenv.2018.08.360,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,23,c,,,Field study,0,15,,,,,6.28,25.31,1.83,0.21,Aqua regia,,,,,,,,,,,,,Acid,0.15,,,,,,,,,,Soil and bean,Y,Y,
99,2,https://doi.org/10.1016/j.scitotenv.2018.08.361,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,24,a,,,Field study,0,15,,,,,6.41,39.89,2.51,0.72,Aqua regia,,,,,,,,,,,,,Acid,3.01,,,,,,,,,,Soil and bean,Y,Y,
100,2,https://doi.org/10.1016/j.scitotenv.2018.08.362,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,24,b,,,Field study,0,15,,,,,6.48,40.3,1.76,0.83,Aqua regia,,,,,,,,,,,,,Acid,5.42,,,,,,,,,,Soil and bean,Y,Y,
101,2,https://doi.org/10.1016/j.scitotenv.2018.08.363,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,24,c,,,Field study,0,15,,,,,6.49,28.12,1.16,0.6,Aqua regia,,,,,,,,,,,,,Acid,2.45,,,,,,,,,,Soil and bean,Y,Y,
102,2,https://doi.org/10.1016/j.scitotenv.2018.08.364,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,24,d,,,Field study,0,15,,,,,6.61,32.35,1.35,0.63,Aqua regia,,,,,,,,,,,,,Acid,3.86,,,,,,,,,,Soil and bean,Y,Y,
103,2,https://doi.org/10.1016/j.scitotenv.2018.08.365,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,24,e,,,Field study,0,15,,,,,7.27,32.29,1.54,0.65,Aqua regia,,,,,,,,,,,,,Acid,1.92,,,,,,,,,,Soil and bean,Y,Y,
104,2,https://doi.org/10.1016/j.scitotenv.2018.08.366,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,24,f,,,Field study,0,15,,,,,7.11,29.04,0.81,0.53,Aqua regia,,,,,,,,,,,,,Acid,1.04,,,,,,,,,,Soil and bean,Y,Y,
105,2,https://doi.org/10.1016/j.scitotenv.2018.08.367,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,24,g,,,Field study,0,15,,,,,,,0,,Aqua regia,,,,,,,,,,,,,Acid,,,,,,,,,,,Soil only,Y,,
106,2,https://doi.org/10.1016/j.scitotenv.2018.08.368,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,25,a,,,Field study,0,15,,,,,6.64,21.78,1.59,0.19,Aqua regia,,,,,,,,,,,,,Acid,0.77,,,,,,,,,,Soil and bean,Y,Y,
107,2,https://doi.org/10.1016/j.scitotenv.2018.08.369,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,25,b,,,Field study,0,15,,,,,7.1,23.75,2.33,0.42,Aqua regia,,,,,,,,,,,,,Acid,0.66,,,,,,,,,,Soil and bean,Y,Y,
108,2,https://doi.org/10.1016/j.scitotenv.2018.08.370,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,25,c,,,Field study,0,15,,,,,6.76,28.42,2.35,0.53,Aqua regia,,,,,,,,,,,,,Acid,0.31,,,,,,,,,,Soil and bean,Y,Y,
109,2,https://doi.org/10.1016/j.scitotenv.2018.08.371,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,25,d,,,Field study,0,15,,,,,5.92,21.64,2.28,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.12,,,,,,,,,,Soil and bean,Y,Y,
110,2,https://doi.org/10.1016/j.scitotenv.2018.08.372,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,26,a,,,Field study,0,15,,,,,6.6,28.7,2.66,0.41,Aqua regia,,,,,,,,,,,,,Acid,0.53,,,,,,,,,,Soil and bean,Y,Y,
111,2,https://doi.org/10.1016/j.scitotenv.2018.08.373,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,26,b,,,Field study,0,15,,,,,6.05,25,1.29,0.6,Aqua regia,,,,,,,,,,,,,Acid,0.86,,,,,,,,,,Soil and bean,Y,Y,
112,2,https://doi.org/10.1016/j.scitotenv.2018.08.374,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,26,c,,,Field study,0,15,,,,,6,23.44,2.88,0.41,Aqua regia,,,,,,,,,,,,,Acid,0.45,,,,,,,,,,Soil and bean,Y,Y,
113,2,https://doi.org/10.1016/j.scitotenv.2018.08.375,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,26,d,,,Field study,0,15,,,,,6.48,27.02,3.71,0.53,Aqua regia,,,,,,,,,,,,,Acid,0.23,,,,,,,,,,Soil and bean,Y,Y,
114,2,https://doi.org/10.1016/j.scitotenv.2018.08.376,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,27,a,,,Field study,0,15,,,,,6.09,10.19,2.79,0.2,Aqua regia,,,,,,,,,,,,,Acid,0.24,,,,,,,,,,Soil and bean,Y,Y,
115,2,https://doi.org/10.1016/j.scitotenv.2018.08.377,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,27,b,,,Field study,0,15,,,,,5.86,8.22,2.65,0.15,Aqua regia,,,,,,,,,,,,,Acid,0.22,,,,,,,,,,Soil and bean,Y,Y,
116,2,https://doi.org/10.1016/j.scitotenv.2018.08.378,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,27,c,,,Field study,0,15,,,,,5.3,6.52,1.86,0.11,Aqua regia,,,,,,,,,,,,,Acid,0.22,,,,,,,,,,Soil and bean,Y,Y,
117,2,https://doi.org/10.1016/j.scitotenv.2018.08.379,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,27,d,,,Field study,0,15,,,,,6.6,15.6,2.57,0.15,Aqua regia,,,,,,,,,,,,,Acid,0.11,,,,,,,,,,Soil and bean,Y,Y,
118,2,https://doi.org/10.1016/j.scitotenv.2018.08.380,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,27,e,,,Field study,0,15,,,,,6.13,13.68,3.1,0.12,Aqua regia,,,,,,,,,,,,,Acid,0.09,,,,,,,,,,Soil and bean,Y,Y,
119,2,https://doi.org/10.1016/j.scitotenv.2018.08.381,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,28,a,,,Field study,0,15,,,,,5.89,9.15,2.36,0.22,Aqua regia,,,,,,,,,,,,,Acid,0.28,,,,,,,,,,Soil and bean,Y,Y,
120,2,https://doi.org/10.1016/j.scitotenv.2018.08.382,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,28,b,,,Field study,0,15,,,,,6.11,11.31,2.15,0.27,Aqua regia,,,,,,,,,,,,,Acid,0.32,,,,,,,,,,Soil and bean,Y,Y,
121,2,https://doi.org/10.1016/j.scitotenv.2018.08.383,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,28,c,,,Field study,0,15,,,,,5.95,10.19,1.64,0.21,Aqua regia,,,,,,,,,,,,,Acid,0.29,,,,,,,,,,Soil and bean,Y,Y,
122,2,https://doi.org/10.1016/j.scitotenv.2018.08.384,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,28,d,,,Field study,0,15,,,,,5.87,9.61,1.86,0.16,Aqua regia,,,,,,,,,,,,,Acid,0.26,,,,,,,,,,Soil and bean,Y,Y,
123,2,https://doi.org/10.1016/j.scitotenv.2018.08.385,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,29,a,,,Field study,0,15,,,,,6.02,21.12,3.97,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.5,,,,,,,,,,Soil and bean,Y,Y,
124,2,https://doi.org/10.1016/j.scitotenv.2018.08.386,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,29,b,,,Field study,0,15,,,,,5.96,13.78,3.47,0.39,Aqua regia,,,,,,,,,,,,,Acid,0.36,,,,,,,,,,Soil and bean,Y,Y,
125,2,https://doi.org/10.1016/j.scitotenv.2018.08.387,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,29,c,,,Field study,0,15,,,,,6.05,13.42,2.96,0.48,Aqua regia,,,,,,,,,,,,,Acid,0.47,,,,,,,,,,Soil and bean,Y,Y,
126,2,https://doi.org/10.1016/j.scitotenv.2018.08.388,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,30,a,,,Field study,0,15,,,,,6.08,18.22,2.96,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.39,,,,,,,,,,Soil and bean,Y,Y,
127,2,https://doi.org/10.1016/j.scitotenv.2018.08.389,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,30,b,,,Field study,0,15,,,,,6.34,13.42,2.17,0.34,Aqua regia,,,,,,,,,,,,,Acid,0.37,,,,,,,,,,Soil and bean,Y,Y,
128,2,https://doi.org/10.1016/j.scitotenv.2018.08.390,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,30,c,,,Field study,0,15,,,,,6.37,21.74,4.07,0.34,Aqua regia,,,,,,,,,,,,,Acid,0.15,,,,,,,,,,Soil and bean,Y,Y,
129,2,https://doi.org/10.1016/j.scitotenv.2018.08.391,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,30,d,,,Field study,0,15,,,,,6.57,22.29,3.96,0.23,Aqua regia,,,,,,,,,,,,,Acid,0.16,,,,,,,,,,Soil and bean,Y,Y,
130,2,https://doi.org/10.1016/j.scitotenv.2018.08.392,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,31,a,,,Field study,0,15,,,,,6.22,8.66,2.91,0.29,Aqua regia,,,,,,,,,,,,,Acid,0.22,,,,,,,,,,Soil and bean,Y,Y,
131,2,https://doi.org/10.1016/j.scitotenv.2018.08.393,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,31,b,,,Field study,0,15,,,,,6.23,12.15,2.62,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.18,,,,,,,,,,Soil and bean,Y,Y,
132,2,https://doi.org/10.1016/j.scitotenv.2018.08.394,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,31,c,,,Field study,0,15,,,,,6.19,11.04,2.18,0.27,Aqua regia,,,,,,,,,,,,,Acid,0.4,,,,,,,,,,Soil and bean,Y,Y,
133,2,https://doi.org/10.1016/j.scitotenv.2018.08.395,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,32,a,,,Field study,0,15,,,,,5.89,7.77,2.69,0.18,Aqua regia,,,,,,,,,,,,,Acid,0.49,,,,,,,,,,Soil and bean,Y,Y,
134,2,https://doi.org/10.1016/j.scitotenv.2018.08.396,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,32,b,,,Field study,0,15,,,,,5.49,6.62,1.86,0.2,Aqua regia,,,,,,,,,,,,,Acid,0.49,,,,,,,,,,Soil and bean,Y,Y,
135,2,https://doi.org/10.1016/j.scitotenv.2018.08.397,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,32,c,,,Field study,0,15,,,,,5.91,9.93,2.05,0.16,Aqua regia,,,,,,,,,,,,,Acid,0.11,,,,,,,,,,Soil and bean,Y,Y,
136,2,https://doi.org/10.1016/j.scitotenv.2018.08.398,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,32,d,,,Field study,0,15,,,,,6,13.79,3.53,0.29,Aqua regia,,,,,,,,,,,,,Acid,0.23,,,,,,,,,,Soil and bean,Y,Y,
137,2,https://doi.org/10.1016/j.scitotenv.2018.08.399,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,32,e,,,Field study,0,15,,,,,5.88,8.64,3.1,0.2,Aqua regia,,,,,,,,,,,,,Acid,0.19,,,,,,,,,,Soil and bean,Y,Y,
138,2,https://doi.org/10.1016/j.scitotenv.2018.08.400,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,32,f,,,Field study,0,15,,,,,5.49,9.15,2.48,0.2,Aqua regia,,,,,,,,,,,,,Acid,0.32,,,,,,,,,,Soil and bean,Y,Y,
139,2,https://doi.org/10.1016/j.scitotenv.2018.08.401,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,33,a,,,Field study,0,15,,,,,5.79,4.38,2.11,0.07,Aqua regia,,,,,,,,,,,,,Acid,0.29,,,,,,,,,,Soil and bean,Y,Y,
140,2,https://doi.org/10.1016/j.scitotenv.2018.08.402,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,33,b,,,Field study,0,15,,,,,5.34,7.02,1.41,0.24,Aqua regia,,,,,,,,,,,,,Acid,0.88,,,,,,,,,,Soil and bean,Y,Y,
141,2,https://doi.org/10.1016/j.scitotenv.2018.08.403,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,33,c,,,Field study,0,15,,,,,5.26,11,2.07,0.3,Aqua regia,,,,,,,,,,,,,Acid,0.82,,,,,,,,,,Soil and bean,Y,Y,
142,2,https://doi.org/10.1016/j.scitotenv.2018.08.404,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,33,d,,,Field study,0,15,,,,,5.63,7.27,1.67,0.16,Aqua regia,,,,,,,,,,,,,Acid,1.36,,,,,,,,,,Soil and bean,Y,Y,
143,2,https://doi.org/10.1016/j.scitotenv.2018.08.405,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,34,a,,,Field study,0,15,,,,,6.51,15.51,3.1,0.23,Aqua regia,,,,,,,,,,,,,Acid,0.66,,,,,,,,,,Soil and bean,Y,Y,
144,2,https://doi.org/10.1016/j.scitotenv.2018.08.406,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,34,b,,,Field study,0,15,,,,,6.3,11.13,3.17,0.21,Aqua regia,,,,,,,,,,,,,Acid,0.2,,,,,,,,,,Soil and bean,Y,Y,
145,2,https://doi.org/10.1016/j.scitotenv.2018.08.407,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,34,c,,,Field study,0,15,,,,,6.64,16.58,3.39,0.27,Aqua regia,,,,,,,,,,,,,Acid,0.17,,,,,,,,,,Soil and bean,Y,Y,
146,2,https://doi.org/10.1016/j.scitotenv.2018.08.408,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,34,d,,,Field study,0,15,,,,,6.45,12.87,3.22,0.17,Aqua regia,,,,,,,,,,,,,Acid,0.29,,,,,,,,,,Soil and bean,Y,Y,
147,2,https://doi.org/10.1016/j.scitotenv.2018.08.409,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,34,e,,,Field study,0,15,,,,,6.36,4.94,1.57,0.13,Aqua regia,,,,,,,,,,,,,Acid,0.47,,,,,,,,,,Soil and bean,Y,Y,
148,2,https://doi.org/10.1016/j.scitotenv.2018.08.410,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,34,f,,,Field study,0,15,,,,,6.33,3.72,2.08,0.18,Aqua regia,,,,,,,,,,,,,Acid,0.31,,,,,,,,,,Soil and bean,Y,Y,
149,2,https://doi.org/10.1016/j.scitotenv.2018.08.411,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,34,g,,,Field study,0,15,,,,,6.39,10.43,2.73,0.29,Aqua regia,,,,,,,,,,,,,Acid,0.63,,,,,,,,,,Soil and bean,Y,Y,
150,2,https://doi.org/10.1016/j.scitotenv.2018.08.412,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,35,a,,,Field study,0,15,,,,,6.38,15.48,2.14,0.37,Aqua regia,,,,,,,,,,,,,Acid,0.41,,,,,,,,,,Soil and bean,Y,Y,
151,2,https://doi.org/10.1016/j.scitotenv.2018.08.413,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,35,b,,,Field study,0,15,,,,,5.88,15.7,2.78,0.33,Aqua regia,,,,,,,,,,,,,Acid,0.34,,,,,,,,,,Soil and bean,Y,Y,
152,2,https://doi.org/10.1016/j.scitotenv.2018.08.414,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,35,c,,,Field study,0,15,,,,,5.88,14.02,2.51,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.26,,,,,,,,,,Soil and bean,Y,Y,
153,2,https://doi.org/10.1016/j.scitotenv.2018.08.415,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,36,a,,,Field study,0,15,,,,,5.87,18.78,1.94,0.22,Aqua regia,,,,,,,,,,,,,Acid,0.34,,,,,,,,,,Soil and bean,Y,Y,
154,2,https://doi.org/10.1016/j.scitotenv.2018.08.416,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,36,b,,,Field study,0,15,,,,,5.68,20.42,2.18,0.24,Aqua regia,,,,,,,,,,,,,Acid,0.43,,,,,,,,,,Soil and bean,Y,Y,
155,2,https://doi.org/10.1016/j.scitotenv.2018.08.417,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,36,c,,,Field study,0,15,,,,,5.31,17.11,4.05,0.23,Aqua regia,,,,,,,,,,,,,Acid,0.3,,,,,,,,,,Soil and bean,Y,Y,
156,2,https://doi.org/10.1016/j.scitotenv.2018.08.418,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,37,a,,,Field study,0,15,,,,,6.61,24.06,3.05,0.92,Aqua regia,,,,,,,,,,,,,Acid,0.84,,,,,,,,,,Soil and bean,Y,Y,
157,2,https://doi.org/10.1016/j.scitotenv.2018.08.419,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,37,b,,,Field study,0,15,,,,,6.16,22.25,2.51,0.75,Aqua regia,,,,,,,,,,,,,Acid,1.08,,,,,,,,,,Soil and bean,Y,Y,
158,2,https://doi.org/10.1016/j.scitotenv.2018.08.420,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,37,c,,,Field study,0,15,,,,,6.33,17.91,1.86,0.64,Aqua regia,,,,,,,,,,,,,Acid,1.06,,,,,,,,,,Soil and bean,Y,Y,
159,2,https://doi.org/10.1016/j.scitotenv.2018.08.421,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,38,a,,,Field study,0,15,,,,,6.33,16.66,1.33,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.59,,,,,,,,,,Soil and bean,Y,Y,
160,2,https://doi.org/10.1016/j.scitotenv.2018.08.422,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,38,b,,,Field study,0,15,,,,,6.38,13.27,1.76,0.23,Aqua regia,,,,,,,,,,,,,Acid,0.45,,,,,,,,,,Soil and bean,Y,Y,
161,2,https://doi.org/10.1016/j.scitotenv.2018.08.423,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,38,c,,,Field study,0,15,,,,,6.28,12.96,1.36,0.38,Aqua regia,,,,,,,,,,,,,Acid,0.28,,,,,,,,,,Soil and bean,Y,Y,
162,2,https://doi.org/10.1016/j.scitotenv.2018.08.424,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,39,a,,,Field study,0,15,,,,,6.5,23.23,3.5,0.67,Aqua regia,,,,,,,,,,,,,Acid,0.64,,,,,,,,,,Soil and bean,Y,Y,
163,2,https://doi.org/10.1016/j.scitotenv.2018.08.425,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,39,b,,,Field study,0,15,,,,,6.55,24.61,3.41,0.63,Aqua regia,,,,,,,,,,,,,Acid,0.5,,,,,,,,,,Soil and bean,Y,Y,
164,2,https://doi.org/10.1016/j.scitotenv.2018.08.426,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,39,c,,,Field study,0,15,,,,,5.99,24.92,3.85,0.44,Aqua regia,,,,,,,,,,,,,Acid,0.31,,,,,,,,,,Soil and bean,Y,Y,
165,2,https://doi.org/10.1016/j.scitotenv.2018.08.427,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,39,d,,,Field study,0,15,,,,,6.55,29.84,4.22,0.65,Aqua regia,,,,,,,,,,,,,Acid,0.61,,,,,,,,,,Soil and bean,Y,Y,
166,2,https://doi.org/10.1016/j.scitotenv.2018.08.428,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,39,e,,,Field study,0,15,,,,,6.4,18.42,2.38,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.32,,,,,,,,,,Soil and bean,Y,Y,
167,2,https://doi.org/10.1016/j.scitotenv.2018.08.429,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,40,a,,,Field study,0,15,,,,,6.24,23.15,2.52,0.4,Aqua regia,,,,,,,,,,,,,Acid,0.55,,,,,,,,,,Soil and bean,Y,Y,
168,2,https://doi.org/10.1016/j.scitotenv.2018.08.430,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,40,b,,,Field study,0,15,,,,,6.46,27.11,3.44,0.84,Aqua regia,,,,,,,,,,,,,Acid,0.48,,,,,,,,,,Soil and bean,Y,Y,
