Sample.ID,Study.ID,DOI.primary,DOI.secondary,LeadAuthor.primary,LeadAuthor.secondary,PublicationYear,Country,Region,SiteName,Block.Rep,GPS.Lat,GPS.Long,Study.context,SampleDepth.min,SampleDepth.max,Clay.pct,Silt.pct,Sand.pct,TexturalClass,Soil.pH,CEC,SOC.pct,Soil.TotalCd,TotalCd.method,Soil.AvailCd1,Soil.AvailCd1.method,Soil.AvailCd2,Soil.AvailCd2.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.Cd.type,WholeBeanCd,NibCd,ShellCd,LeafCd,AvailCd.N,AvailCd.SD,TotalCd.N,TotalCd.SD,WholeBeanCd.N,WholeBeanCd.SD,Subset,Soil.Cd.YN,Bean.Cd.YN,LeafBeaf.Cd.YN
803,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.088957055,,,1.319034853,100,0.091,,,77,0.377323469,All,Y,Y,Y
804,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.042944785,,,1.399463807,100,0.091,,,77,0.377323469,All,Y,Y,Y
805,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.91002045,,,1.407506702,100,0.091,,,77,0.377323469,All,Y,Y,Y
806,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.991820041,,,1.520107239,100,0.091,,,77,0.377323469,All,Y,Y,Y
807,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.996932515,,,1.656836461,100,0.091,,,77,0.377323469,All,Y,Y,Y
808,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.823108384,,,1.616621984,100,0.091,,,77,0.377323469,All,Y,Y,Y
809,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.751533742,,,1.737265416,100,0.091,,,77,0.377323469,All,Y,Y,Y
810,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.736196319,,,1.713136729,100,0.091,,,77,0.377323469,All,Y,Y,Y
811,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.654396728,,,1.713136729,100,0.091,,,77,0.377323469,All,Y,Y,Y
812,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.628834356,,,1.672922252,100,0.091,,,77,0.377323469,All,Y,Y,Y
813,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.598159509,,,1.81769437,100,0.091,,,77,0.377323469,All,Y,Y,Y
814,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.618609407,,,1.849865952,100,0.091,,,77,0.377323469,All,Y,Y,Y
815,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.501022495,,,1.954423592,100,0.091,,,77,0.377323469,All,Y,Y,Y
816,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.475460123,,,1.986595174,100,0.091,,,77,0.377323469,All,Y,Y,Y
817,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.475460123,,,2.08310992,100,0.091,,,77,0.377323469,All,Y,Y,Y
818,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.475460123,,,2.155495979,100,0.091,,,77,0.377323469,All,Y,Y,Y
819,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.480572597,,,2.243967828,100,0.091,,,77,0.377323469,All,Y,Y,Y
820,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.388548057,,,2.010723861,100,0.091,,,77,0.377323469,All,Y,Y,Y
821,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.894683027,,,1.777479893,100,0.091,,,77,0.377323469,All,Y,Y,Y
822,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.925357873,,,1.898123324,100,0.091,,,77,0.377323469,All,Y,Y,Y
823,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.09406953,,,1.978552279,100,0.091,,,77,0.377323469,All,Y,Y,Y
824,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.09406953,,,2.034852547,100,0.091,,,77,0.377323469,All,Y,Y,Y
825,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.630879346,,,1.624664879,100,0.091,,,77,0.377323469,All,Y,Y,Y
826,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.503067485,,,1.849865952,100,0.091,,,77,0.377323469,All,Y,Y,Y
827,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.40593047,,,2.091152815,100,0.091,,,77,0.377323469,All,Y,Y,Y
828,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.436605317,,,2.123324397,100,0.091,,,77,0.377323469,All,Y,Y,Y
829,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.232106339,,,2.091152815,100,0.091,,,77,0.377323469,All,Y,Y,Y
830,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.068507157,,,2.155495979,100,0.091,,,77,0.377323469,All,Y,Y,Y
831,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.017382413,,,2.139410188,100,0.091,,,77,0.377323469,All,Y,Y,Y
832,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.966257669,,,2.08310992,100,0.091,,,77,0.377323469,All,Y,Y,Y
833,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.869120654,,,2.08310992,100,0.091,,,77,0.377323469,All,Y,Y,Y
834,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.833333333,,,2.09919571,100,0.091,,,77,0.377323469,All,Y,Y,Y
835,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.828220859,,,2.171581769,100,0.091,,,77,0.377323469,All,Y,Y,Y
836,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.761758691,,,2.171581769,100,0.091,,,77,0.377323469,All,Y,Y,Y
837,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.720858896,,,2.091152815,100,0.091,,,77,0.377323469,All,Y,Y,Y
838,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.751533742,,,2.058981233,100,0.091,,,77,0.377323469,All,Y,Y,Y
839,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.81799591,,,1.99463807,100,0.091,,,77,0.377323469,All,Y,Y,Y
840,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.659509202,,,2.067024129,100,0.091,,,77,0.377323469,All,Y,Y,Y
841,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.731083845,,,2.203753351,100,0.091,,,77,0.377323469,All,Y,Y,Y
842,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.766871166,,,2.268096515,100,0.091,,,77,0.377323469,All,Y,Y,Y
843,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.787321063,,,2.324396783,100,0.091,,,77,0.377323469,All,Y,Y,Y
844,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.797546012,,,2.308310992,100,0.091,,,77,0.377323469,All,Y,Y,Y
845,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.838445808,,,2.316353887,100,0.091,,,77,0.377323469,All,Y,Y,Y
846,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.833333333,,,2.404825737,100,0.091,,,77,0.377323469,All,Y,Y,Y
847,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.623721881,,,2.348525469,100,0.091,,,77,0.377323469,All,Y,Y,Y
848,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.685071575,,,2.45308311,100,0.091,,,77,0.377323469,All,Y,Y,Y
849,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.690184049,,,2.485254692,100,0.091,,,77,0.377323469,All,Y,Y,Y
850,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.971370143,,,2.316353887,100,0.091,,,77,0.377323469,All,Y,Y,Y
851,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.991820041,,,2.372654155,100,0.091,,,77,0.377323469,All,Y,Y,Y
852,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.945807771,,,2.356568365,100,0.091,,,77,0.377323469,All,Y,Y,Y
853,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,2.305725971,,,1.962466488,100,0.091,,,77,0.377323469,All,Y,Y,Y
854,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,2.300613497,,,2.034852547,100,0.091,,,77,0.377323469,All,Y,Y,Y
855,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.952965235,,,2.171581769,100,0.091,,,77,0.377323469,All,Y,Y,Y
856,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.891615542,,,2.292225201,100,0.091,,,77,0.377323469,All,Y,Y,Y
857,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,2.275051125,,,2.71849866,100,0.091,,,77,0.377323469,All,Y,Y,Y
858,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.538854806,,,2.517426273,100,0.091,,,77,0.377323469,All,Y,Y,Y
859,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.467280164,,,2.533512064,100,0.091,,,77,0.377323469,All,Y,Y,Y
860,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.431492843,,,2.469168901,100,0.091,,,77,0.377323469,All,Y,Y,Y
861,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.278118609,,,2.509383378,100,0.091,,,77,0.377323469,All,Y,Y,Y
862,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.042944785,,,2.613941019,100,0.091,,,77,0.377323469,All,Y,Y,Y
863,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.874233129,,,2.662198391,100,0.091,,,77,0.377323469,All,Y,Y,Y
864,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.6799591,,,2.670241287,100,0.091,,,77,0.377323469,All,Y,Y,Y
865,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.664621677,,,3.168900804,100,0.091,,,77,0.377323469,All,Y,Y,Y
866,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.777096115,,,3.056300268,100,0.091,,,77,0.377323469,All,Y,Y,Y
867,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,0.81799591,,,2.967828418,100,0.091,,,77,0.377323469,All,Y,Y,Y
868,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.1400818,,,2.815013405,100,0.091,,,77,0.377323469,All,Y,Y,Y
869,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,1.952965235,,,2.951742627,100,0.091,,,77,0.377323469,All,Y,Y,Y
870,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,2.060327198,,,3.056300268,100,0.091,,,77,0.377323469,All,Y,Y,Y
871,13,10.1016/j.scitotenv.2018.05.365,https://www.sciencedirect.com/science/article/pii/S0048969718320163,Lewis,,2018,Trinidad and Tobago,International Cocoa Genebank,Center,,10.577,-61.3036,Greenhouse,,,38,44,18,Clayey loam,4.96,,,,,0.14,Mehlich 3,,,,,,,,,,,Salt,2.106339468,,,3.112600536,100,0.091,,,77,0.377323469,All,Y,Y,Y
